"","id","celebrate","main_dish","main_dish_other","main_prep","main_prep_other","stuffing","stuffing_other","cranberry","cranberry_other","gravy","side1","side2","side3","side4","side5","side6","side7","side8","side9","side10","side11","side12","side13","side14","side15","pie1","pie2","pie3","pie4","pie5","pie6","pie7","pie8","pie9","pie10","pie11","pie12","pie13","dessert1","dessert2","dessert3","dessert4","dessert5","dessert6","dessert7","dessert8","dessert9","dessert10","dessert11","dessert12","prayer","travel","watch_program","kids_table_age","hometown_friends","friendsgiving","black_friday","work_retail","work_black_friday","community_type","age","gender","family_income","us_region"
"624",4336699442,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,"Carrots",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vegetable salad","Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"No","Thanksgiving is happening at my home--I won't travel at all",NA,"10 or younger","No","No","No","No",NA,"Suburban","60+","Female","$150,000 to $174,999","Pacific"
"625",4336699080,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,"Corn",NA,"Fruit salad","Green beans/green bean casserole",NA,"Mashed potatoes",NA,NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apple cobbler",NA,NA,NA,NA,NA,NA,"Ice cream",NA,NA,NA,NA,"No","Thanksgiving is happening at my home--I won't travel at all","Macy's Parade","10 or younger","Yes","No","No","No",NA,"Suburban","60+","Male","$100,000 to $124,999","Middle Atlantic"
"626",4336698057,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pumpkin","Sweet Potato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"No","Thanksgiving is local--it will take place in the town I live in",NA,"10 or younger","No","No","No","No",NA,"Suburban","60+","Male","$150,000 to $174,999","South Atlantic"
"627",4336697274,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"None",NA,"Yes",NA,NA,NA,NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes",NA,NA,NA,NA,NA,NA,"Apple",NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all",NA,"10 or younger","No","No","No","No",NA,"Suburban","45 - 59","Female","$150,000 to $174,999","West North Central"
"628",4336696561,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes","Brussel sprouts","Carrots","Cauliflower",NA,NA,NA,NA,NA,"Mashed potatoes","Rolls/biscuits","Squash",NA,NA,NA,NA,"Apple",NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cookies",NA,NA,NA,NA,NA,NA,"Yes","Thanksgiving is out of town but not too far--it's a drive of a few hours or less",NA,"10 or younger","No","No","No","No",NA,"Suburban","18 - 29","Female","$10,000 to $24,999","New England"
"629",4336692873,"Yes","Tofurkey",NA,"Baked",NA,"None",NA,"Homemade",NA,"No","Brussel sprouts","Carrots",NA,NA,NA,NA,NA,NA,"Mashed potatoes",NA,"Squash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice cream",NA,NA,NA,NA,"No","Thanksgiving is happening at my home--I won't travel at all","Macy's Parade","10 or younger","No","No","Yes","No",NA,"Suburban","60+","Female","$25,000 to $49,999","Middle Atlantic"
"630",4336692199,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,"Carrots",NA,"Corn",NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits","Squash",NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all","Macy's Parade","21 or older","No","No","No","No",NA,"Suburban","60+","Male","$100,000 to $124,999","East North Central"
"631",4336690603,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,"Corn",NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice cream",NA,NA,"Other (please specify)","Pie","Yes","Thanksgiving is out of town but not too far--it's a drive of a few hours or less",NA,"12","No","No","No","No",NA,"Suburban","60+","Male","$100,000 to $124,999","East North Central"
"632",4336689196,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"None",NA,"Yes",NA,NA,NA,"Corn",NA,NA,NA,NA,"Mashed potatoes","Rolls/biscuits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"No","Thanksgiving is local--it will take place in the town I live in","Macy's Parade","10 or younger","No","No","No","No",NA,"Rural","45 - 59","Female","$50,000 to $74,999","South Atlantic"
"633",4336688947,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Homemade",NA,"Yes","Brussel sprouts","Carrots","Cauliflower",NA,"Cornbread",NA,NA,NA,"Mashed potatoes",NA,NA,NA,NA,NA,NA,"Apple",NA,"Cherry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brownies","Carrot cake",NA,NA,NA,NA,NA,NA,NA,NA,"No","Thanksgiving is happening at my home--I won't travel at all","Macy's Parade","10 or younger","No","No","Yes","No",NA,"Suburban","45 - 59","Male","$150,000 to $174,999","Middle Atlantic"
"634",4336681909,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,"Corn","Cornbread",NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,NA,NA,NA,"Apple",NA,"Cherry",NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice cream",NA,NA,NA,NA,"No","Thanksgiving is happening at my home--I won't travel at all",NA,"10 or younger","No","No","No","No",NA,"Suburban","18 - 29","Female","$10,000 to $24,999","East North Central"
"635",4336681398,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"Mashed potatoes","Rolls/biscuits",NA,"Vegetable salad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"No","Thanksgiving is happening at my home--I won't travel at all","Macy's Parade","21 or older","No","No","No","No",NA,"Suburban","45 - 59","Male","$125,000 to $149,999","South Atlantic"
"636",4336679323,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,"Corn",NA,NA,"Green beans/green bean casserole",NA,NA,"Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,"Cherry",NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all",NA,"10 or younger","No","No","No","No",NA,"Rural","60+","Male","$100,000 to $124,999","South Atlantic"
"637",4336679318,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45 - 59","Female","Prefer not to answer","South Atlantic"
"638",4336678787,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,"Corn",NA,"Fruit salad","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,NA,NA,"Key lime",NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice cream",NA,"None",NA,NA,"Yes","Thanksgiving is local--it will take place in the town I live in",NA,"10 or younger","Yes","No","No","No",NA,"Suburban","18 - 29","Male","$50,000 to $74,999","West North Central"
"639",4336675538,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,"Carrots",NA,"Corn",NA,NA,NA,NA,"Mashed potatoes","Rolls/biscuits","Squash","Vegetable salad",NA,NA,NA,"Apple",NA,NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice cream",NA,NA,NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all",NA,"10 or younger","Yes","No","No","No",NA,"Suburban","45 - 59","Male","$75,000 to $99,999","West North Central"
"640",4336674655,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"None",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rolls/biscuits",NA,"Vegetable salad",NA,NA,NA,"Apple",NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cookies",NA,"Ice cream",NA,NA,NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all",NA,"11","Yes","No","No","No",NA,"Rural","45 - 59","Female","$100,000 to $124,999","East North Central"
"641",4336671419,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,"Cornbread",NA,NA,"Macaroni and cheese",NA,NA,NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pumpkin","Sweet Potato",NA,NA,NA,NA,NA,NA,NA,"Cheesecake",NA,NA,NA,"Peach cobbler",NA,NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all","Macy's Parade","17","Yes","Yes","Yes","No",NA,"Suburban","60+","Female","$25,000 to $49,999","South Atlantic"
"642",4336670313,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,NA,NA,NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits","Squash",NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"No","Thanksgiving is happening at my home--I won't travel at all",NA,"10 or younger","Yes","No","No","No",NA,"Suburban","45 - 59","Male","$50,000 to $74,999","East North Central"
"643",4336670027,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,NA,NA,NA,"Apple",NA,NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"No","Thanksgiving is local--it will take place in the town I live in","Macy's Parade","10 or younger","No","No","No","No",NA,"Suburban","45 - 59","Female","$25,000 to $49,999","East North Central"
"644",4336665828,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,"Cornbread",NA,"Green beans/green bean casserole",NA,"Mashed potatoes",NA,NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"No","Thanksgiving is local--it will take place in the town I live in","Macy's Parade","21 or older","Yes","No","Yes","No",NA,"Suburban","60+","Female","$75,000 to $99,999","Mountain"
"645",4336665636,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,"Cornbread",NA,"Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits",NA,"Vegetable salad","Yams/sweet potato casserole","Other (please specify)","rutabaga","Apple",NA,NA,NA,NA,NA,NA,NA,NA,"Sweet Potato",NA,NA,NA,"Apple cobbler",NA,NA,NA,NA,NA,NA,"Ice cream",NA,NA,NA,NA,"No","Thanksgiving is happening at my home--I won't travel at all","Macy's Parade","21 or older","No","No","No","No",NA,"Rural","60+","Female","$75,000 to $99,999","South Atlantic"
"646",4336665537,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes","Brussel sprouts",NA,NA,NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits","Squash",NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,NA,NA,NA,"Peach",NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peach cobbler",NA,NA,NA,"No","Thanksgiving is out of town but not too far--it's a drive of a few hours or less","Macy's Parade","10 or younger","Yes","No","No","No",NA,"Rural","60+","Male","$200,000 and up","New England"
"647",4336665417,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,"Carrots",NA,NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"No","Thanksgiving is happening at my home--I won't travel at all","Macy's Parade","10 or younger","No","No","No","No",NA,"Suburban","45 - 59","Female","$200,000 and up","Middle Atlantic"
"648",4336662967,"Yes","I don't know",NA,"I don't know",NA,"None",NA,"None",NA,"Yes",NA,NA,NA,NA,NA,NA,"Green beans/green bean casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sweet Potato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peach cobbler",NA,NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all",NA,"11","Yes","Yes","Yes","Yes","Yes","Rural","30 - 44","Male","$0 to $9,999",NA
"649",4336660983,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,"Carrots","Cauliflower",NA,"Cornbread",NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pumpkin","Sweet Potato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all",NA,"21 or older","No","No","No","No",NA,"Rural","60+","Male","$25,000 to $49,999","West South Central"
"650",4336660839,"Yes","Chicken",NA,"Other (please specify)","Grilled","Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits","Squash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"No","Thanksgiving is happening at my home--I won't travel at all",NA,"21 or older","No","No","No","No",NA,"Suburban","60+","Male","$200,000 and up","Middle Atlantic"
"651",4336659450,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45 - 59","Female","$25,000 to $49,999","South Atlantic"
"652",4336657464,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,"Carrots",NA,NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,"Other (please specify)","Cheesecake",NA,NA,NA,NA,"Cheesecake","Cookies",NA,NA,NA,NA,NA,NA,"Yes","Thanksgiving is out of town but not too far--it's a drive of a few hours or less","Macy's Parade","10 or younger","No","No","No","No",NA,"Suburban","60+","Female","Prefer not to answer","South Atlantic"
"653",4336654576,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,"Carrots",NA,NA,"Cornbread","Fruit salad","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits",NA,"Vegetable salad",NA,NA,NA,"Apple",NA,NA,"Chocolate",NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all",NA,"10 or younger","No","No","No","No",NA,"Suburban","60+","Female","Prefer not to answer","West North Central"
"654",4336653814,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Homemade",NA,"Yes","Brussel sprouts","Carrots",NA,NA,NA,NA,"Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits","Squash",NA,"Yams/sweet potato casserole",NA,NA,NA,"Buttermilk",NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,"Cheesecake",NA,NA,NA,NA,NA,NA,NA,"No","Thanksgiving is happening at my home--I won't travel at all",NA,"10 or younger","No","No","Yes","No",NA,"Suburban","30 - 44","Female","$75,000 to $99,999","East South Central"
"655",4336651539,"Yes","Roast beef",NA,"Roasted",NA,"Rice-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,"Cornbread",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Key lime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cookies",NA,NA,NA,NA,NA,NA,"No","Thanksgiving is out of town but not too far--it's a drive of a few hours or less",NA,"12","Yes","Yes","Yes","Yes","No","Rural","60+","Male","$25,000 to $49,999","South Atlantic"
"656",4336650950,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18 - 29","Female","$25,000 to $49,999","East North Central"
"657",4336650379,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18 - 29","Male","$25,000 to $49,999","Pacific"
"658",4336646584,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,NA,NA,"Corn",NA,"Fruit salad",NA,NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice cream",NA,NA,NA,NA,"No","Thanksgiving is happening at my home--I won't travel at all",NA,"13","Yes","No","No","No",NA,"Suburban","60+","Female","$25,000 to $49,999","Middle Atlantic"
"659",4336644693,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"None",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","greens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","sweet potato pie",NA,NA,NA,NA,"Cheesecake",NA,NA,NA,"Peach cobbler",NA,NA,NA,"Yes","Thanksgiving is out of town and far away--I have to drive several hours or fly","Macy's Parade","21 or older","Yes","Yes","Yes","No",NA,"Urban","45 - 59","Female","$25,000 to $49,999","West South Central"
"660",4336643754,"Yes","Turkey",NA,"Baked",NA,"None",NA,"Canned",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,"Macaroni and cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chocolate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cheesecake",NA,NA,NA,NA,NA,NA,NA,"Yes","Thanksgiving is local--it will take place in the town I live in",NA,"10 or younger","Yes","Yes","No","No",NA,"Urban","18 - 29","Male","Prefer not to answer","South Atlantic"
"661",4336643722,"Yes","Turkey",NA,"Other (please specify)","Fried and one baked","Bread-based",NA,"Homemade",NA,"Yes",NA,NA,NA,"Corn","Cornbread","Fruit salad","Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits","Squash",NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,"Chocolate",NA,NA,NA,"Pecan",NA,NA,NA,"Other (please specify)","Strawberry cream",NA,NA,NA,NA,NA,"Cookies",NA,NA,NA,NA,NA,NA,"Yes","Thanksgiving is out of town and far away--I have to drive several hours or fly","Macy's Parade","14","No","Yes","No","No",NA,"Suburban","30 - 44","Female","$150,000 to $174,999","West South Central"
"662",4336643107,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,NA,NA,NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,"Other (please specify)","Concord grape",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Pie only","No","Thanksgiving is happening at my home--I won't travel at all","Macy's Parade","10 or younger","Yes","No","No","No",NA,"Rural","45 - 59","Female","$25,000 to $49,999","East North Central"
"663",4336640736,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,"Carrots",NA,NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"No","Thanksgiving is out of town but not too far--it's a drive of a few hours or less",NA,"21 or older","No","Yes","No","No",NA,"Suburban","30 - 44","Male","$100,000 to $124,999","South Atlantic"
"664",4336640541,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,"Corn",NA,NA,NA,"Macaroni and cheese","Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,"Cheesecake",NA,NA,NA,NA,NA,NA,NA,"Yes","Thanksgiving is out of town but not too far--it's a drive of a few hours or less","Macy's Parade","10 or younger","Yes","Yes","No","No",NA,"Rural","30 - 44","Male","Prefer not to answer","South Atlantic"
"665",4336639517,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,"Corn","Cornbread",NA,"Green beans/green bean casserole","Macaroni and cheese",NA,"Rolls/biscuits","Squash","Vegetable salad","Yams/sweet potato casserole","Other (please specify)","Banana Croquets; Dumplings","Apple",NA,"Cherry","Chocolate",NA,NA,NA,"Pecan","Pumpkin",NA,NA,"Other (please specify)","Chess",NA,NA,NA,NA,"Cheesecake",NA,NA,NA,NA,NA,"Other (please specify)","Pound Cake","Yes","Thanksgiving is local--it will take place in the town I live in",NA,"16","No","No","No","No",NA,"Rural","45 - 59","Male","Prefer not to answer","South Atlantic"
"666",4336638494,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"No","Thanksgiving is out of town and far away--I have to drive several hours or fly",NA,"10 or younger","No","No","No","No",NA,"Suburban","60+","Male","$25,000 to $49,999","Middle Atlantic"
"667",4336637202,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,"Carrots",NA,"Corn",NA,NA,NA,NA,"Mashed potatoes","Rolls/biscuits","Squash",NA,NA,NA,NA,"Apple",NA,NA,"Chocolate",NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Pie","Yes","Thanksgiving is out of town but not too far--it's a drive of a few hours or less","Macy's Parade","10 or younger","Yes","Yes","Yes","No",NA,"Suburban","30 - 44","Male","Prefer not to answer","New England"
"668",4336636152,"Yes","Turkey",NA,"Roasted",NA,"Rice-based",NA,"Canned",NA,"No",NA,NA,"Cauliflower",NA,NA,NA,NA,NA,"Mashed potatoes",NA,NA,"Vegetable salad",NA,NA,NA,"Apple",NA,NA,NA,NA,NA,"Peach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cookies",NA,"Ice cream",NA,NA,NA,NA,"Yes","Thanksgiving is local--it will take place in the town I live in",NA,"15","Yes","No","No","No",NA,"Urban","45 - 59","Male","$25,000 to $49,999","Middle Atlantic"
"669",4336634372,"Yes","Turkey",NA,"Fried",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,"Cornbread","Fruit salad","Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,"Vegetable salad","Yams/sweet potato casserole",NA,NA,NA,NA,NA,"Chocolate",NA,NA,NA,"Pecan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cookies",NA,NA,NA,NA,NA,NA,"Yes","Thanksgiving is local--it will take place in the town I live in","Macy's Parade","10 or younger","No","No","No","No",NA,"Suburban","30 - 44","Female","Prefer not to answer","West South Central"
"670",4336626273,"Yes","Turkey",NA,"Other (please specify)","We eat out","Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,NA,NA,"Green beans/green bean casserole",NA,NA,"Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"No","Thanksgiving is local--it will take place in the town I live in","Macy's Parade","10 or younger","No","No","No","No",NA,"Suburban","60+","Female","$200,000 and up","West North Central"
